,date_mutation,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,code_postal,prixm2
355,21/10/2021,396400,Appartement,32,1,2.264483,48.8566155,16,12387.5
356,19/10/2021,1487950,Appartement,112,4,2.268713,48.8548693,16,13285.267857142857
357,18/10/2021,1017000,Appartement,82,4,2.2692849,48.8570517,16,12402.439024390244
358,15/10/2021,1000000,Appartement,109,4,2.264483,48.8566155,16,9174.311926605504
359,15/10/2021,1640000,Appartement,135,4,2.2657123,48.8555212,16,12148.148148148148
360,14/10/2021,545000,Appartement,45,2,2.2658238,48.8563449,16,12111.111111111111
361,12/10/2021,590000,Appartement,56,2,2.2705269,48.8564985,16,10535.714285714286
362,08/10/2021,976000,Appartement,90,3,2.265341,48.8579453,16,10844.444444444445
363,07/10/2021,69000,Appartement,8,1,2.2677346,48.8561365,16,8625.0
364,30/09/2021,953500,Appartement,76,4,2.2695203,48.8556812,16,12546.052631578947
365,29/09/2021,615000,Appartement,80,3,2.2666442,48.8566482,16,7687.5
366,29/09/2021,950000,Appartement,79,2,2.264483,48.8566155,16,12025.316455696202
367,27/09/2021,2301000,Appartement,230,6,2.2663772,48.8604806,16,10004.347826086956
368,31/08/2021,1270700,Appartement,100,4,2.2655783,48.8574405,16,12707.0
369,16/08/2021,944000,Appartement,80,3,2.2654048,48.858965,16,11800.0
370,13/08/2021,812300,Appartement,70,3,2.2640087,48.8567977,16,11604.285714285714
371,05/08/2021,1543900,Appartement,125,3,2.2690309,48.8564744,16,12351.2
372,04/08/2021,1950900,Appartement,134,5,2.2696656,48.8633938,16,14558.955223880597
373,27/07/2021,2075000,Appartement,265,7,2.269899,48.8642648,16,7830.188679245283
374,29/06/2021,1200000,Appartement,114,4,2.266959,48.8604543,16,10526.315789473685
375,12/05/2021,1340000,Appartement,85,3,2.2695153,48.8638166,16,15764.70588235294
376,25/02/2021,2996950,Appartement,258,6,2.2676268,48.8609751,16,11616.08527131783
378,16/12/2020,2340000,Appartement,136,3,2.2660328,48.8615204,16,17205.882352941175
379,01/10/2020,490500,Appartement,40,1,2.2666352,48.8608853,16,12262.5
381,10/08/2020,1800000,Appartement,183,5,2.2669409,48.8613458,16,9836.065573770491
382,30/06/2020,1199850,Appartement,85,3,2.266959,48.8604543,16,14115.882352941177
383,26/02/2020,1530000,Appartement,119,5,2.266959,48.8604543,16,12857.142857142857
384,29/11/2019,969185,Appartement,84,2,2.266959,48.8604543,16,11537.916666666666
385,27/11/2019,750000,Appartement,70,1,2.2677329,48.8604147,16,10714.285714285714
387,14/10/2019,1950000,Appartement,230,6,2.2663772,48.8604806,16,8478.260869565218
389,11/07/2019,901800,Appartement,93,3,2.2694532,48.862736,16,9696.774193548386
390,05/07/2019,1677000,Appartement,184,4,2.2696597,48.8639868,16,9114.130434782608
391,15/05/2019,1402400,Appartement,170,5,2.2666352,48.8608853,16,8249.411764705883
392,10/05/2019,730000,Appartement,84,2,2.266959,48.8604543,16,8690.47619047619
393,02/04/2019,1364000,Appartement,150,4,2.2677718,48.862664,16,9093.333333333334
395,25/03/2019,115000,Appartement,15,1,2.2676268,48.8609751,16,7666.666666666667
396,28/02/2019,768900,Appartement,84,3,2.266959,48.8604543,16,9153.57142857143
397,21/12/2018,1581000,Appartement,140,4,2.2677329,48.8604147,16,11292.857142857143
398,21/12/2018,1199550,Appartement,95,3,2.2666352,48.8608853,16,12626.842105263158
399,07/12/2018,1075000,Appartement,119,4,2.266959,48.8604543,16,9033.61344537815
402,05/09/2018,1140000,Appartement,115,4,2.2695153,48.8638166,16,9913.04347826087
403,05/09/2018,1000000,Appartement,90,2,2.2676767,48.860714,16,11111.111111111111
404,30/08/2018,719000,Appartement,80,2,2.267031,48.8605658,16,8987.5
405,16/07/2018,3000000,Appartement,260,5,2.2660328,48.8615204,16,11538.461538461539
406,12/07/2018,1976700,Appartement,200,6,2.2665103,48.8606875,16,9883.5
407,11/07/2018,2951100,Appartement,245,6,2.2676268,48.8609751,16,12045.30612244898
408,26/06/2018,1238000,Appartement,110,5,2.2695153,48.8638166,16,11254.545454545454
409,02/05/2018,794000,Appartement,95,3,2.266959,48.8604543,16,8357.894736842105
410,15/02/2018,1108200,Appartement,84,3,2.266959,48.8604543,16,13192.857142857143
411,07/02/2018,1172300,Appartement,100,3,2.2666352,48.8608853,16,11723.0
412,01/02/2018,249000,Appartement,34,1,2.2674466,48.8622415,16,7323.529411764706
413,03/10/2017,1548000,Appartement,210,7,2.267031,48.8605658,16,7371.428571428572
414,09/08/2017,790000,Appartement,85,3,2.266959,48.8604543,16,9294.117647058823
415,07/08/2017,820000,Appartement,80,2,2.267031,48.8605658,16,10250.0
416,29/05/2017,830000,Appartement,95,3,2.266959,48.8604543,16,8736.842105263158
417,22/05/2017,1548055,Appartement,134,5,2.2677718,48.862664,16,11552.649253731342
418,30/03/2017,1245500,Appartement,110,3,2.2695153,48.8638166,16,11322.727272727272
419,27/03/2017,895200,Appartement,95,4,2.2666352,48.8608853,16,9423.157894736842
420,28/11/2016,2480000,Appartement,245,6,2.2676268,48.8609751,16,10122.448979591836
421,27/09/2016,871500,Appartement,80,3,2.2677062,48.860558,16,10893.75
422,22/09/2016,2100000,Appartement,245,4,2.265653,48.8606886,16,8571.42857142857
423,22/07/2016,1650000,Appartement,136,3,2.2660328,48.8615204,16,12132.35294117647
424,19/07/2016,1750000,Appartement,200,6,2.2665103,48.8606875,16,8750.0
425,06/07/2016,1142000,Appartement,110,5,2.2695153,48.8638166,16,10381.818181818182
426,03/06/2016,2445000,Appartement,209,8,2.2696656,48.8633938,16,11698.564593301435
427,03/06/2016,940000,Appartement,114,5,2.266959,48.8604543,16,8245.61403508772
428,19/02/2016,1851000,Appartement,170,6,2.2669409,48.8613458,16,10888.235294117647
429,18/02/2016,1361500,Appartement,150,4,2.2671432,48.8607397,16,9076.666666666666
431,19/01/2016,1242500,Appartement,163,6,2.267031,48.8605658,16,7622.699386503067
432,31/08/2015,75000,Appartement,8,1,2.266959,48.8604543,16,9375.0
433,18/08/2015,2540500,Appartement,190,5,2.2677062,48.860558,16,13371.052631578947
435,11/03/2015,1050800,Appartement,140,5,2.2677329,48.8604147,16,7505.714285714285
436,13/01/2015,1200000,Appartement,150,5,2.2671432,48.8607397,16,8000.0
437,01/12/2014,890000,Appartement,100,3,2.2666352,48.8608853,16,8900.0
438,19/05/2022,488000,Appartement,55,2,2.2783515,48.8378602,15,8872.727272727272
439,22/04/2022,799450,Appartement,80,2,2.2608394,48.8388236,16,9993.125
440,22/04/2022,815000,Appartement,71,3,2.2629942,48.8392396,16,11478.87323943662
441,21/04/2022,327000,Appartement,35,1,2.2599499,48.8380062,16,9342.857142857143
442,15/04/2022,167000,Appartement,17,1,2.2589556,48.8379652,16,9823.529411764706
443,14/04/2022,777070,Appartement,59,1,2.2626731,48.8391933,16,13170.677966101695
444,11/04/2022,845000,Appartement,87,3,2.2597883,48.8388673,16,9712.643678160919
445,07/04/2022,400000,Appartement,38,2,2.2627768,48.8392052,16,10526.315789473685
446,01/04/2022,94280,Appartement,8,1,2.2589556,48.8379652,16,11785.0
447,25/03/2022,130000,Appartement,14,1,2.2613523,48.8381149,16,9285.714285714286
448,25/03/2022,450000,Appartement,60,2,2.2602921,48.8382134,16,7500.0
449,21/03/2022,760177,Appartement,50,3,2.2666417,48.8392346,16,15203.54
450,21/03/2022,582500,Appartement,52,2,2.2655731,48.8391557,16,11201.923076923076
451,18/03/2022,320000,Appartement,33,1,2.2586863,48.8385168,16,9696.969696969696
452,15/03/2022,545000,Appartement,55,2,2.2593857,48.8387327,16,9909.09090909091
453,10/03/2022,418000,Appartement,55,2,2.2589181,48.8376194,16,7600.0
454,08/03/2022,860000,Appartement,73,3,2.2665235,48.8393825,16,11780.82191780822
455,03/03/2022,368130,Appartement,38,3,2.2644167,48.8392332,16,9687.631578947368
456,28/02/2022,350000,Appartement,30,1,2.2638569,48.8387013,16,11666.666666666666
457,28/02/2022,550000,Appartement,57,3,2.2639446,48.8385012,16,9649.122807017544
458,28/02/2022,550000,Appartement,50,3,2.262381,48.8376481,16,11000.0
459,24/02/2022,341000,Appartement,48,4,2.2612466,48.8380287,16,7104.166666666667
460,22/02/2022,285000,Appartement,30,2,2.2606987,48.837418,16,9500.0
461,22/02/2022,375000,Appartement,45,2,2.2589181,48.8376194,16,8333.333333333334
462,14/02/2022,119000,Appartement,10,1,2.2605896,48.8383681,16,11900.0
463,11/02/2022,197000,Appartement,19,1,2.262518,48.8388517,16,10368.421052631578
464,09/02/2022,290000,Appartement,29,1,2.2638569,48.8387013,16,10000.0
465,04/02/2022,884185,Appartement,80,4,2.2576209,48.8455273,16,11052.3125
466,01/02/2022,1071500,Appartement,108,3,2.2581198,48.8375756,16,9921.296296296296
467,28/01/2022,285000,Appartement,32,2,2.2606987,48.837418,16,8906.25
468,28/01/2022,674950,Appartement,65,3,2.2658966,48.8389636,16,10383.846153846154
469,27/01/2022,65000,Appartement,9,1,2.2576209,48.8455273,16,7222.222222222223
470,26/01/2022,275000,Appartement,22,1,2.2610027,48.8378367,16,12500.0
471,19/01/2022,688000,Appartement,76,4,2.2593857,48.8387327,16,9052.631578947368
472,17/01/2022,550000,Appartement,61,2,2.2576454,48.8388184,16,9016.393442622952
473,10/01/2022,481000,Appartement,56,2,2.2589181,48.8376194,16,8589.285714285714
474,06/01/2022,732500,Appartement,80,3,2.2617463,48.8385562,16,9156.25
475,04/01/2022,688900,Appartement,61,3,2.2605896,48.8383681,16,11293.442622950819
476,30/12/2021,570000,Appartement,66,2,2.263234,48.8382579,16,8636.363636363636
477,29/12/2021,302500,Appartement,35,2,2.2666497,48.839459,16,8642.857142857143
478,23/12/2021,140000,Appartement,14,1,2.26015,48.8382531,16,10000.0
479,20/12/2021,342000,Appartement,42,2,2.2642762,48.8389996,16,8142.857142857143
480,15/12/2021,720470,Appartement,75,5,2.278109,48.8370149,15,9606.266666666666
481,14/12/2021,703200,Appartement,84,3,2.2581198,48.8375756,16,8371.42857142857
482,10/12/2021,148000,Appartement,14,1,2.26015,48.8382531,16,10571.42857142857
483,08/12/2021,740000,Appartement,75,4,2.2593857,48.8387327,16,9866.666666666666
484,02/12/2021,70000,Appartement,8,1,2.2578735,48.8394147,16,8750.0
485,02/12/2021,581300,Appartement,60,3,2.2644167,48.8392332,16,9688.333333333334
486,30/11/2021,1669010,Appartement,140,5,2.2567224,48.8395413,16,11921.5
487,29/06/2022,792500,Appartement,63,3,2.2776801,48.8428561,15,12579.36507936508
488,27/06/2022,115000,Appartement,10,1,2.2701361,48.8436538,16,11500.0
489,23/06/2022,359000,Appartement,35,1,2.2701361,48.8436538,16,10257.142857142857
490,09/06/2022,446500,Appartement,48,2,2.271257,48.8440103,16,9302.083333333334
491,02/06/2022,410000,Appartement,49,2,2.2763377,48.8419125,15,8367.34693877551
492,25/05/2022,990000,Appartement,91,4,2.271257,48.8440103,16,10879.12087912088
493,23/05/2022,1111900,Appartement,96,3,2.2709495,48.8436864,16,11582.291666666666
494,20/05/2022,1045000,Appartement,92,3,2.2710772,48.8438209,16,11358.695652173914
495,09/05/2022,400000,Appartement,30,2,2.2632406,48.8399743,16,13333.333333333334
496,06/05/2022,231200,Appartement,16,1,2.2633095,48.8403624,16,14450.0
497,29/04/2022,449000,Appartement,45,2,2.2579627,48.8402458,16,9977.777777777777
498,29/04/2022,670000,Appartement,50,2,2.2627033,48.844478,16,13400.0
499,28/04/2022,471250,Appartement,48,3,2.263871,48.8411341,16,9817.708333333334
500,25/04/2022,321000,Appartement,36,3,2.2613679,48.8398963,16,8916.666666666666
501,30/06/2022,725000,Appartement,90,3,2.2772855,48.8457318,15,8055.555555555556
502,27/06/2022,615000,Appartement,55,3,2.2744539,48.8478998,16,11181.818181818182
503,27/06/2022,550000,Appartement,51,2,2.2716052,48.8494515,16,10784.313725490196
504,27/06/2022,1100000,Appartement,105,4,2.2705979,48.8480034,16,10476.190476190477
505,24/06/2022,1496550,Appartement,136,4,2.2743646,48.8473289,16,11004.04411764706
507,23/06/2022,750000,Appartement,75,1,2.2746247,48.8480677,16,10000.0
508,22/06/2022,410000,Appartement,45,1,2.2723774,48.84711,16,9111.111111111111
509,20/06/2022,1011500,Appartement,132,5,2.27135,48.8467926,16,7662.878787878788
510,15/06/2022,530000,Appartement,70,2,2.2746247,48.8480677,16,7571.428571428572
511,14/06/2022,492000,Appartement,70,3,2.27135,48.8467926,16,7028.571428571428
512,10/06/2022,927000,Appartement,111,3,2.2733066,48.8483499,16,8351.351351351352
513,10/06/2022,665000,Appartement,85,3,2.27135,48.8467926,16,7823.529411764706
514,09/06/2022,984000,Appartement,76,3,2.2699044,48.8480857,16,12947.368421052632
515,08/06/2022,860000,Appartement,92,3,2.2723694,48.845093,16,9347.826086956522
516,08/06/2022,1770000,Appartement,167,6,2.2712433,48.8458164,16,10598.802395209581
517,03/06/2022,1723207,Appartement,159,4,2.2743646,48.8473289,16,10837.779874213837
518,03/06/2022,735000,Appartement,70,3,2.2717674,48.8477553,16,10500.0
519,31/05/2022,930590,Appartement,84,3,2.2726148,48.8495546,16,11078.452380952382
520,30/05/2022,407000,Appartement,47,2,2.2735507,48.8488457,16,8659.574468085106
521,27/05/2022,260000,Appartement,23,1,2.2714741,48.8454512,16,11304.347826086956
523,30/06/2022,1080000,Appartement,88,4,2.2758704,48.854024,16,12272.727272727272
524,30/06/2022,1250000,Appartement,120,5,2.2767241,48.854643,16,10416.666666666666
525,29/06/2022,1189300,Appartement,109,4,2.2733769,48.8502945,16,10911.009174311926
526,29/06/2022,1449000,Appartement,124,4,2.2729082,48.8523012,16,11685.483870967742
527,28/06/2022,868000,Appartement,90,3,2.2766015,48.8504235,16,9644.444444444445
528,24/06/2022,820000,Appartement,67,2,2.2747026,48.8545009,16,12238.805970149253
529,24/06/2022,890000,Appartement,77,4,2.2704038,48.8504305,16,11558.441558441558
530,21/06/2022,2458000,Appartement,182,6,2.2724483,48.8512479,16,13505.494505494506
531,17/06/2022,1080050,Appartement,100,4,2.27199,48.8506916,16,10800.5
532,14/06/2022,730000,Appartement,58,3,2.2718519,48.8498879,16,12586.206896551725
533,14/06/2022,268000,Appartement,24,2,2.277237,48.8543168,16,11166.666666666666
534,10/06/2022,813900,Appartement,97,3,2.2736131,48.8498404,16,8390.721649484536
535,07/06/2022,718000,Appartement,64,3,2.2746914,48.8508258,16,11218.75
536,07/06/2022,480000,Appartement,47,2,2.2763534,48.8522433,16,10212.765957446809
537,03/06/2022,495000,Appartement,52,2,2.2745706,48.8499643,16,9519.23076923077
539,02/06/2022,310000,Appartement,30,1,2.2720374,48.8538629,16,10333.333333333334
540,02/06/2022,1623850,Appartement,116,5,2.2760574,48.8503938,16,13998.706896551725
541,31/05/2022,565000,Appartement,50,3,2.2775589,48.8542785,16,11300.0
542,25/05/2022,770000,Appartement,69,3,2.2711843,48.8539649,16,11159.420289855072
543,30/06/2022,910000,Appartement,79,3,2.2771929,48.8562927,16,11518.987341772152
544,30/06/2022,1319128,Appartement,97,3,2.2771709,48.8558406,16,13599.257731958764
545,28/06/2022,1340000,Appartement,114,5,2.2770885,48.8564904,16,11754.38596491228
546,22/06/2022,480000,Appartement,48,2,2.2771929,48.8562927,16,10000.0
547,21/06/2022,981100,Appartement,72,2,2.2759021,48.8570506,16,13626.388888888889
548,20/06/2022,1523810,Appartement,97,5,2.2741632,48.8558976,16,15709.38144329897
549,17/06/2022,192000,Appartement,16,1,2.2736385,48.8569277,16,12000.0
550,15/06/2022,168500,Appartement,15,1,2.2778298,48.8567122,16,11233.333333333334
551,14/06/2022,870000,Appartement,66,3,2.2771709,48.8558406,16,13181.818181818182
552,10/06/2022,50000,Appartement,6,1,2.2705869,48.8559046,16,8333.333333333334
553,08/06/2022,1650000,Appartement,152,5,2.2780277,48.8557611,16,10855.263157894737
555,03/06/2022,110000,Appartement,12,1,2.2764621,48.8553854,16,9166.666666666666
556,03/06/2022,630810,Appartement,58,3,2.2753985,48.8568562,16,10876.034482758621
557,02/06/2022,1165000,Appartement,98,3,2.2771709,48.8558406,16,11887.755102040815
560,01/06/2022,729750,Appartement,53,3,2.2770015,48.857671,16,13768.867924528302
561,25/05/2022,865805,Appartement,63,3,2.276531,48.857973,16,13742.936507936507
563,24/05/2022,1440000,Appartement,90,3,2.2729941,48.8594427,16,16000.0
564,20/05/2022,2100900,Appartement,160,6,2.2711843,48.8553682,16,13130.625
565,20/05/2022,235000,Appartement,32,1,2.2753889,48.8551752,16,7343.75
566,19/05/2022,325000,Appartement,24,1,2.2779402,48.8539749,16,13541.666666666666
567,19/05/2022,2150000,Appartement,148,6,2.2735335,48.8564614,16,14527.027027027027
568,18/05/2022,750000,Appartement,89,3,2.2771709,48.8558406,16,8426.966292134832
569,18/05/2022,937900,Appartement,65,2,2.2767642,48.856411,16,14429.23076923077
570,17/05/2022,1027500,Appartement,77,3,2.2768464,48.8554509,16,13344.155844155845
571,17/05/2022,340000,Appartement,26,1,2.2777349,48.8583344,16,13076.923076923076
572,17/05/2022,746100,Appartement,60,2,2.2750756,48.8553531,16,12435.0
573,16/05/2022,1250000,Appartement,107,5,2.277237,48.8543168,16,11682.242990654206
574,13/05/2022,989000,Appartement,85,3,2.2753425,48.8545443,16,11635.29411764706
575,13/05/2022,320000,Appartement,26,1,2.2749136,48.8574468,16,12307.692307692309
576,12/05/2022,320000,Appartement,24,1,2.2777349,48.8583344,16,13333.333333333334
577,11/05/2022,1015077,Appartement,85,2,2.2771709,48.8558406,16,11942.082352941177
578,30/06/2022,490400,Appartement,44,2,2.2768366,48.863366,16,11145.454545454546
579,29/06/2022,285000,Appartement,22,1,2.2775545,48.8603232,16,12954.545454545454
580,28/06/2022,2270000,Appartement,150,5,2.2733469,48.8628883,16,15133.333333333334
581,28/06/2022,1015000,Appartement,98,4,2.2744204,48.8625103,16,10357.142857142857
582,27/06/2022,2000000,Appartement,157,5,2.2771928,48.8608236,16,12738.853503184713
583,24/06/2022,960000,Appartement,90,3,2.2767208,48.8602698,16,10666.666666666666
584,21/06/2022,1778850,Appartement,108,4,2.2709875,48.8611961,16,16470.833333333332
585,20/06/2022,660000,Appartement,60,3,2.2765061,48.8600828,16,11000.0
586,17/06/2022,1640900,Appartement,197,5,2.2718375,48.8622399,16,8329.441624365481
587,15/06/2022,1600000,Appartement,197,5,2.2718375,48.8622399,16,8121.827411167513
588,15/06/2022,500000,Appartement,45,2,2.2750534,48.8599713,16,11111.111111111111
589,10/06/2022,139000,Appartement,10,1,2.2716135,48.862835,16,13900.0
590,10/06/2022,429000,Appartement,34,2,2.2769487,48.8625497,16,12617.64705882353
591,08/06/2022,1850000,Appartement,131,4,2.2781714,48.8636889,16,14122.137404580153
593,24/05/2022,320000,Appartement,37,1,2.2777526,48.8610488,16,8648.648648648648
594,19/05/2022,106000,Appartement,15,1,2.2731476,48.8628232,16,7066.666666666667
595,16/05/2022,1100000,Appartement,105,3,2.2743492,48.8623684,16,10476.190476190477
596,13/05/2022,1395000,Appartement,130,5,2.2767208,48.8602698,16,10730.76923076923
598,11/05/2022,210000,Appartement,13,1,2.2765061,48.8600828,16,16153.846153846154
600,09/05/2022,205580,Appartement,13,1,2.2745897,48.8640403,16,15813.846153846154
601,05/05/2022,1350000,Appartement,92,4,2.2777631,48.8570333,16,14673.91304347826
602,05/05/2022,1103090,Appartement,79,3,2.2767208,48.8602698,16,13963.164556962025
603,29/04/2022,600000,Appartement,54,1,2.2727127,48.8576045,16,11111.111111111111
604,28/04/2022,1470000,Appartement,110,4,2.2732205,48.8635267,16,13363.636363636364
606,26/04/2022,1665000,Appartement,126,5,2.2740593,48.8629708,16,13214.285714285714
607,25/04/2022,672880,Appartement,59,2,2.2759745,48.8644802,16,11404.745762711864
608,22/04/2022,1346000,Appartement,98,4,2.278365,48.864658,16,13734.69387755102
610,21/04/2022,1980000,Appartement,126,3,2.2726879,48.8645404,16,15714.285714285714
611,30/06/2022,600000,Appartement,49,2,2.2773101,48.8656681,16,12244.897959183674
612,30/06/2022,110000,Appartement,9,1,2.2738252,48.865506,16,12222.222222222223
613,29/06/2022,2801244,Appartement,172,6,2.2761512,48.8652812,16,16286.302325581395
